"year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source","Region"
8,0.525308369068843,0.0825321411627988,0.362265975047451,0.687523909417002,1.00079422598029,4500,2010,"anti-logit Year eff","Africa"
9,0.760273769799567,0.0580355350850259,0.633039190688941,0.856974661681917,1.00114671332731,4200,2011,"anti-logit Year eff","Africa"
10,0.729659401843471,0.0637794470529753,0.590663875428233,0.839106716384014,1.00271804482751,980,2012,"anti-logit Year eff","Africa"
11,0.648431077410823,0.0722593843060085,0.499107982594891,0.779729974876397,1.0010234611703,4500,2013,"anti-logit Year eff","Africa"
12,0.730635675639218,0.0643777618102973,0.592992062165096,0.840962457459074,1.00145405458044,2500,2014,"anti-logit Year eff","Africa"
13,0.705300171555306,0.0652682816418827,0.566450668746905,0.819063269031587,1.00200427796452,1500,2015,"anti-logit Year eff","Africa"
14,0.685928693716434,0.0711865968451927,0.533137363112762,0.809336330479584,1.00119539614019,3800,2016,"anti-logit Year eff","Africa"
15,0.607521724952385,0.0760763154359585,0.454538906927868,0.748016998227211,1.00085210237004,4500,2017,"anti-logit Year eff","Africa"
16,0.546224970387018,0.0778572756581209,0.392526115962963,0.693663608762408,1.00067596249318,4500,2018,"anti-logit Year eff","Africa"
17,0.356731927768086,0.0708422418112196,0.226357630624565,0.505837313533143,1.00149544026177,2400,2019,"anti-logit Year eff","Africa"
18,0.263818665485013,0.0625997248344037,0.153643472824207,0.397569072129689,1.00134466946139,2900,2020,"anti-logit Year eff","Africa"
19,0.310398464166422,0.0709070835868198,0.185062725988849,0.462512677941873,1.00125135644038,3400,2021,"anti-logit Year eff","Africa"
20,0.253592307014102,0.0615892447656192,0.146383659615544,0.384179265632629,1.00098680528207,4500,2022,"anti-logit Year eff","Africa"
1,0.542710913785882,0.0521879579995279,0.443579289160511,0.647297198803706,1.00412015172484,580,2003,"MM.p.uw","Central Africa"
2,0.565209895138946,0.0497597225991114,0.472386998344189,0.665383670272945,1.00221674490309,1300,2004,"MM.p.uw","Central Africa"
3,0.472700526673468,0.0607374594988461,0.356031377105343,0.595060856322587,1.00261575216734,1000,2005,"MM.p.uw","Central Africa"
4,0.403532518011027,0.0699626563138077,0.266472578761303,0.535029736425642,1.00092613030979,4500,2006,"MM.p.uw","Central Africa"
5,0.557093297282884,0.0657566114727899,0.429886037948127,0.690795719051645,1.00111683176661,4400,2007,"MM.p.uw","Central Africa"
6,0.662566848823912,0.040011798203889,0.581922001201564,0.740657861571698,1.00235810792486,1200,2008,"MM.p.uw","Central Africa"
7,0.667366152699024,0.0530829611871752,0.563496319670955,0.769605437266309,1.00128153076091,3200,2009,"MM.p.uw","Central Africa"
8,0.660695255815843,0.0432602365381578,0.5762196060195,0.747419882115558,1.00106659329495,4500,2010,"MM.p.uw","Central Africa"
9,0.763484738662376,0.0325879040024279,0.698228067453751,0.825163875003898,1.00309982975173,820,2011,"MM.p.uw","Central Africa"
10,0.800280288176567,0.0318171473390437,0.727927441271735,0.853754847304256,1.00108142885996,4500,2012,"MM.p.uw","Central Africa"
11,0.73978932026608,0.0461956536325186,0.643674367053018,0.822298812271109,1.00099192386113,4500,2013,"MM.p.uw","Central Africa"
12,0.813141160371695,0.0362015169240575,0.733333914783181,0.871672588907065,1.00096811361658,4500,2014,"MM.p.uw","Central Africa"
13,0.805198696680968,0.0525155297657902,0.692494747866412,0.890278634579658,1.00076096489027,4500,2015,"MM.p.uw","Central Africa"
14,0.759557603101061,0.0580178925802294,0.631306880579196,0.852045436610677,1.00084212446891,4500,2016,"MM.p.uw","Central Africa"
15,0.692659374632541,0.0596873958867887,0.565276785433616,0.793881863165297,1.00214045100853,1400,2017,"MM.p.uw","Central Africa"
16,0.780591744919904,0.051697783570149,0.665535304820606,0.865684938449761,1.00079662326877,4500,2018,"MM.p.uw","Central Africa"
17,0.682522248459196,0.0756752522256309,0.525442092820744,0.816851228202152,1.00138528653474,2800,2019,"MM.p.uw","Central Africa"
18,0.437476067315424,0.0775722841571874,0.284833777253771,0.590137498031116,1.00186965294493,1700,2020,"MM.p.uw","Central Africa"
19,0.583275778309123,0.0713905000067103,0.436344568191869,0.71483801933688,1.00109988028562,4500,2021,"MM.p.uw","Central Africa"
20,0.516510824170707,0.0773284167859499,0.359221909058092,0.658014259969996,1.00119764858444,3800,2022,"MM.p.uw","Central Africa"
1,0.341170312444584,0.0484176812856439,0.246821200626664,0.438405423419693,1.00081903555305,4500,2003,"MM.p.uw","Eastern Africa"
2,0.422531495223563,0.0447613359135814,0.33747308842629,0.510297801030379,1.0012572416857,3400,2004,"MM.p.uw","Eastern Africa"
3,0.34601428065545,0.0452967335757073,0.257806863827818,0.437188025189731,1.0006946822756,4500,2005,"MM.p.uw","Eastern Africa"
4,0.507781178862865,0.0444474821521832,0.419108936607877,0.593679316155109,1.00081796620178,4500,2006,"MM.p.uw","Eastern Africa"
5,0.374880169861211,0.0476701131519871,0.283655964895277,0.468585558818664,1.00142512024701,2600,2007,"MM.p.uw","Eastern Africa"
6,0.454428893108973,0.0451866224429773,0.365164418671764,0.540451769120883,1.0014167527078,2700,2008,"MM.p.uw","Eastern Africa"
7,0.402033996994966,0.0412677392988273,0.322658401461635,0.484655634585813,1.00080454197742,4500,2009,"MM.p.uw","Eastern Africa"
8,0.555464830523955,0.0362101248836091,0.480327584140302,0.623805151746993,1.0008439438472,4500,2010,"MM.p.uw","Eastern Africa"
9,0.707445392799928,0.0269471833697649,0.653745265768454,0.758639906867041,1.00092705588474,4500,2011,"MM.p.uw","Eastern Africa"
10,0.587811942729513,0.0258938033398404,0.537209975818412,0.636941864471033,1.00080850386678,4500,2012,"MM.p.uw","Eastern Africa"
11,0.601071075964336,0.0305667741341614,0.540519788867272,0.659607420640786,1.00085662008031,4500,2013,"MM.p.uw","Eastern Africa"
12,0.559734180522261,0.035380117537757,0.489911120043835,0.630703327038889,1.00328591140009,770,2014,"MM.p.uw","Eastern Africa"
13,0.537289194553677,0.0361014433554296,0.467135981494956,0.608747568843019,1.00099880664456,4500,2015,"MM.p.uw","Eastern Africa"
14,0.425800646429388,0.0380177892235993,0.35043736448009,0.498504702736692,1.00181775836289,1700,2016,"MM.p.uw","Eastern Africa"
15,0.366406938980006,0.0373672807149755,0.294623090342926,0.440042485060395,1.00205792432122,1400,2017,"MM.p.uw","Eastern Africa"
16,0.434286613124598,0.0322365835463868,0.372384017913661,0.498657616399422,1.00108817724416,4500,2018,"MM.p.uw","Eastern Africa"
17,0.292699286508668,0.0336981973891151,0.230502118305679,0.362644378292299,1.00135712438728,2900,2019,"MM.p.uw","Eastern Africa"
18,0.292063796557412,0.0416298009029436,0.213446487812256,0.375898414321955,1.00067420905317,4500,2020,"MM.p.uw","Eastern Africa"
19,0.277227741867526,0.0419520997781118,0.201396507044938,0.362688524340721,1.00119221270845,3800,2021,"MM.p.uw","Eastern Africa"
20,0.269667350043958,0.0333281532167131,0.206624483464946,0.337169560128632,1.00289977745059,900,2022,"MM.p.uw","Eastern Africa"
1,0.420865443127658,0.0795223853127875,0.263081683165518,0.569948594225038,1.00499281810871,460,2003,"MM.p.uw","Southern Africa"
2,0.408849405262348,0.0726657029621801,0.26376169509784,0.547859942660127,1.00197045081279,1500,2004,"MM.p.uw","Southern Africa"
3,0.545929728292755,0.0680718191448107,0.405173492022025,0.668256482064017,1.00131652905837,3100,2005,"MM.p.uw","Southern Africa"
4,0.387367408375302,0.0769329037675747,0.238269747015361,0.537206852726162,1.00072324290254,4500,2006,"MM.p.uw","Southern Africa"
5,0.391466839732742,0.0663874102916096,0.263582716504646,0.520464441621028,1.00232940301105,1200,2007,"MM.p.uw","Southern Africa"
6,0.442100051975151,0.0705197189277266,0.305885190834312,0.580219551609371,1.00067918510776,4500,2008,"MM.p.uw","Southern Africa"
7,0.420501361407558,0.0629622981255377,0.297615529998196,0.541356553165298,1.00602100541482,380,2009,"MM.p.uw","Southern Africa"
8,0.498706753237286,0.0581085678153161,0.385144862158434,0.612943411088469,1.00082920739326,4500,2010,"MM.p.uw","Southern Africa"
9,0.609698751246124,0.0528576039697224,0.497213321385523,0.7066261099646,1.00305916051086,840,2011,"MM.p.uw","Southern Africa"
10,0.540095433593023,0.0532392580284506,0.431946701393077,0.637258605807792,1.00191348489966,1600,2012,"MM.p.uw","Southern Africa"
11,0.477535858124992,0.0546593235468148,0.369545466517734,0.584336620074095,1.00507519323602,460,2013,"MM.p.uw","Southern Africa"
12,0.51384767478423,0.054141389637093,0.401172997533701,0.614938565846032,1.00239220762586,1200,2014,"MM.p.uw","Southern Africa"
13,0.556485217028248,0.0461648111736749,0.463813300025129,0.645764352228131,1.00362870890747,680,2015,"MM.p.uw","Southern Africa"
14,0.548830835779611,0.0430753089701426,0.461983817857882,0.63029556476615,1.00186154956462,1700,2016,"MM.p.uw","Southern Africa"
15,0.528659103144292,0.0488398268011175,0.428850669048482,0.619582694229138,1.00093371674929,4500,2017,"MM.p.uw","Southern Africa"
16,0.403239348810749,0.0295727056533269,0.345792161044259,0.464738602322541,1.00151624953631,2400,2018,"MM.p.uw","Southern Africa"
17,0.323299442175559,0.0301768983624848,0.26464891595647,0.38314765169294,1.00101546533063,4500,2019,"MM.p.uw","Southern Africa"
18,0.261871347880999,0.0269458193875522,0.210141148011887,0.316673468194892,1.00368818403127,660,2020,"MM.p.uw","Southern Africa"
19,0.25299337847609,0.0338764845287399,0.188500750297515,0.318761659059887,1.00372394836334,660,2021,"MM.p.uw","Southern Africa"
20,0.204454995918533,0.0272107853849511,0.152006690777844,0.260676133052873,1.00519867647202,440,2022,"MM.p.uw","Southern Africa"
1,0.42262402704546,0.103737484187192,0.23277825135474,0.629830649551027,1.00110065105665,4500,2003,"MM.p.uw","West Africa"
2,0.49603208481472,0.088749104244348,0.32854293053436,0.671448141651946,1.00185398217351,1700,2004,"MM.p.uw","West Africa"
3,0.35637481708245,0.121540904323462,0.142777117544122,0.604432039079383,1.00067401785799,4500,2005,"MM.p.uw","West Africa"
4,0.354096787932702,0.199105485394626,0.0498204716966286,0.777350991771726,1.00397078791729,610,2006,"MM.p.uw","West Africa"
5,0.618717366246572,0.147755540371624,0.318813581833405,0.874896882018782,1.00242424135342,1100,2007,"MM.p.uw","West Africa"
6,0.75603645279595,0.0976064198671807,0.539702242875253,0.91672313607641,1.00840331788613,260,2008,"MM.p.uw","West Africa"
7,0.762388488825959,0.0763952637735968,0.598819764740825,0.891747610929148,1.00330127747781,760,2009,"MM.p.uw","West Africa"
8,0.307627752318832,0.104720227153091,0.13031913446494,0.531534734148434,1.00152033523858,2300,2010,"MM.p.uw","West Africa"
9,0.658462197964898,0.099538393765047,0.45512045589888,0.832025712023546,1.00432139644899,550,2011,"MM.p.uw","West Africa"
10,0.79886411110272,0.0872172983831112,0.599801552326078,0.932661804605439,1.00421020678108,610,2012,"MM.p.uw","West Africa"
11,0.647632317843106,0.078406344594249,0.487692803211334,0.792628624276354,1.00094745724355,4500,2013,"MM.p.uw","West Africa"
12,0.694163278782229,0.0806548815492899,0.520116073734022,0.836631595943556,1.00075896158928,4500,2014,"MM.p.uw","West Africa"
13,0.66899234025754,0.0855760777371898,0.486264843775528,0.818794723379599,1.00483249236234,510,2015,"MM.p.uw","West Africa"
14,0.83726327036619,0.0749185745610978,0.656770458351009,0.936876956180709,1.00374418708029,650,2016,"MM.p.uw","West Africa"
15,0.777823518977248,0.0786750405632652,0.600860402561851,0.906600463934325,1.00078628177409,4500,2017,"MM.p.uw","West Africa"
16,0.576325789799132,0.114388894345153,0.351867640473275,0.791611143104945,1.00083606036442,4500,2018,"MM.p.uw","West Africa"
17,0.493040408157073,0.109134144518249,0.285949170346327,0.70527216938101,1.0027165732654,980,2019,"MM.p.uw","West Africa"
18,0.524350346629957,0.131046549355836,0.269395871220748,0.770619272074051,1.00080028853996,4500,2020,"MM.p.uw","West Africa"
19,0.705725859556782,0.120961601586162,0.438599593637825,0.900759797844077,1.00098683676843,4500,2021,"MM.p.uw","West Africa"
20,0.431506722937138,0.170309431191154,0.127865972834508,0.764113509366128,1.00095492382372,4500,2022,"MM.p.uw","West Africa"
